model,domain,task_id,task_cluster,task_family,n_c1,n_c2,c1_modal_path,c2_modal_path,modal_path_changed,c1_modal_probability,c2_modal_probability,c1_neutral_modal_adherence,c2_neutral_modal_adherence,c2_own_modal_adherence,c1_unique_paths,c2_unique_paths,c1_entropy,c2_entropy,c1_dispersion,c2_dispersion,new_path_emergence_rate,transition_js_divergence,smoothing_epsilon
gpt_oss_120b,retail,12,retail:12,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gpt_oss_120b,retail,2,retail:2,single,5,5,"[""list_all_product_types"",""find_user_id_by_name_zip"",""get_user_details"",""get_product_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items""]","[""find_user_id_by_name_zip"",""get_user_details"",""list_all_product_types"",""get_product_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.4,0.2,0.4,0.0,0.2,4,5,0.8277293767706428,1.0000000000000002,0.26,0.21666666666666665,1.0,0.10894922323822973,1e-06
gpt_oss_120b,retail,20,retail:20,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""get_product_details"",""modify_pending_order_items""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""get_product_details"",""modify_pending_order_items""]",False,0.6,0.6,0.6,0.6,0.6,3,3,0.5904362833084089,0.5904362833084089,0.1272727272727273,0.07545454545454547,0.4,0.02368086959369818,1e-06
gpt_oss_120b,retail,21,retail:21,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details"",""modify_pending_order_items"",""cancel_pending_order"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""modify_pending_order_items""]",True,0.4,0.4,0.4,0.0,0.4,4,4,0.8277293767706428,0.8277293767706428,0.2986111111111111,0.31071428571428567,1.0,0.14047821896522344,1e-06
gpt_oss_120b,retail,23,retail:23,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_order_details"",""get_product_details"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_order_details"",""get_order_details"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_order_details""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.35000000000000003,0.4251359751359751,1.0,0.06988943541579452,1e-06
gpt_oss_120b,retail,25,retail:25,read,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_user_details"",""get_order_details"",""get_order_details""]",True,0.4,0.6,0.4,0.2,0.6,4,3,0.8277293767706428,0.5904362833084089,0.2833333333333333,0.2833333333333333,0.8,0.022425444590747266,1e-06
gpt_oss_120b,retail,26,retail:26,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details""]",True,0.6,0.4,0.6,0.2,0.4,2,4,0.4181656600790517,0.8277293767706428,0.24,0.2633333333333333,0.6,0.025212992792770984,1e-06
gpt_oss_120b,retail,3,retail:3,single,5,5,"[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""list_all_product_types"",""get_product_details"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""modify_pending_order_items""]",True,0.4,0.4,0.4,0.0,0.4,3,3,0.6554587535412857,0.6554587535412857,0.2,0.13333333333333336,1.0,0.480940629986088,1e-06
gpt_oss_120b,retail,30,retail:30,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""exchange_delivered_order_items"",""cancel_pending_order"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""return_delivered_order_items"",""get_order_details"",""cancel_pending_order"",""get_order_details""]",True,0.4,0.2,0.4,0.0,0.2,4,5,0.8277293767706428,1.0000000000000002,0.24444444444444446,0.20585858585858588,1.0,0.18126956578687814,1e-06
gpt_oss_120b,retail,31,retail:31,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.4627272727272727,0.3292857142857143,0.6,0.016872130502671744,1e-06
gpt_oss_120b,retail,32,retail:32,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""cancel_pending_order"",""get_order_details"",""cancel_pending_order"",""get_order_details"",""return_delivered_order_items""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""cancel_pending_order"",""get_order_details"",""cancel_pending_order"",""get_order_details"",""return_delivered_order_items""]",False,0.2,0.4,0.2,0.4,0.4,5,4,1.0000000000000002,0.8277293767706428,0.3983116883116883,0.38666666666666666,0.6,0.019251637088994092,1e-06
gpt_oss_120b,retail,49,retail:49,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""exchange_delivered_order_items""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details""]",True,0.6,0.6,0.6,0.2,0.6,3,3,0.5904362833084089,0.5904362833084089,0.20416666666666666,0.09305555555555556,0.2,0.008227195370325782,1e-06
gpt_oss_120b,retail,54,retail:54,compound,5,5,"[""find_user_id_by_email"",""find_user_id_by_name_zip"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order""]","[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order"",""return_delivered_order_items"",""transfer_to_human_agents""]",True,0.4,0.2,0.4,0.0,0.2,4,5,0.8277293767706428,1.0000000000000002,0.21923076923076926,0.22719780219780222,1.0,0.05386276673250962,1e-06
gpt_oss_120b,retail,55,retail:55,compound,5,5,"[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.6,0.4,0.6,0.0,0.4,3,4,0.5904362833084089,0.8277293767706428,0.43939393939393934,0.2691208791208791,1.0,0.060775761627982296,1e-06
gpt_oss_120b,retail,62,retail:62,read,5,5,"[""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details""]",True,1.0,0.4,1.0,0.0,0.4,1,3,-0.0,0.6554587535412857,0.0,0.17619047619047618,1.0,0.017157242865792323,1e-06
gpt_oss_120b,retail,67,retail:67,read,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""transfer_to_human_agents""]",True,0.4,0.6,0.4,0.0,0.6,3,3,0.6554587535412857,0.5904362833084089,0.37333333333333335,0.4228571428571429,0.2,0.05120278909718229,1e-06
gpt_oss_120b,retail,68,retail:68,read,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details""]",False,1.0,0.8,1.0,0.8,0.8,1,2,-0.0,0.31091750708257115,0.0,0.13333333333333333,0.2,0.0014543850665011855,1e-06
mistral_small_3p2,airline,12,airline:12,single,5,5,"[""get_reservation_details"",""search_direct_flight"",""search_onestop_flight"",""get_user_details"",""calculate"",""calculate"",""update_reservation_baggages"",""update_reservation_flights""]","[""get_reservation_details"",""get_user_details"",""calculate""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.58,0.6842857142857144,1.0,0.5030659554867071,1e-06
mistral_small_3p2,airline,17,airline:17,compound,5,5,"[""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,1.0,1.0,1.0,0.0,1.0,1,1,-0.0,-0.0,0.0,0.0,1.0,0.09560220290496987,1e-06
mistral_small_3p2,airline,18,airline:18,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""calculate"",""calculate"",""calculate"",""calculate"",""calculate"",""update_reservation_flights"",""update_reservation_flights"",""update_reservation_flights"",""update_reservation_flights"",""update_reservation_flights""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight""]",True,0.4,0.2,0.4,0.2,0.2,4,5,0.8277293767706428,1.0000000000000002,0.7218137254901961,0.4678317703893152,0.8,0.1464816097832122,1e-06
mistral_small_3p2,airline,2,airline:2,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""send_certificate""]","[""search_direct_flight"",""search_onestop_flight"",""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""send_certificate""]",True,0.4,0.8,0.4,0.0,0.8,4,2,0.8277293767706428,0.31091750708257115,0.31722222222222224,0.32,1.0,0.13637143148075875,1e-06
mistral_small_3p2,airline,22,airline:22,compound,5,5,"[""get_user_details"",""get_reservation_details""]","[""transfer_to_human_agents"",""get_user_details"",""get_reservation_details"",""calculate"",""update_reservation_passengers""]",True,0.6,0.6,0.6,0.0,0.6,2,3,0.4181656600790517,0.5904362833084089,0.45,0.4533333333333334,1.0,0.3011215044764589,1e-06
mistral_small_3p2,airline,23,airline:23,compound,5,5,"[""get_user_details"",""get_user_details"",""calculate"",""calculate"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""search_onestop_flight"",""calculate"",""calculate"",""calculate"",""update_reservation_flights"",""calculate"",""cancel_reservation"",""book_reservation""]","[""get_user_details"",""get_user_details"",""calculate"",""calculate"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.5126923076923078,0.6674145299145299,1.0,0.1588436529553533,1e-06
mistral_small_3p2,airline,30,airline:30,single,5,5,"[""get_reservation_details"",""transfer_to_human_agents""]","[""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""get_user_details"",""update_reservation_flights"",""update_reservation_baggages""]",True,0.4,0.2,0.4,0.0,0.2,4,5,0.8277293767706428,1.0000000000000002,0.3916666666666667,0.4692857142857143,1.0,0.4464007094346693,1e-06
mistral_small_3p2,airline,32,airline:32,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""search_direct_flight""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight""]",True,0.2,0.4,0.2,0.0,0.4,5,4,1.0000000000000002,0.8277293767706428,0.30454545454545456,0.3174603174603175,0.6,0.09944644216200968,1e-06
mistral_small_3p2,airline,33,airline:33,compound,5,5,"[""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""transfer_to_human_agents""]","[""get_reservation_details"",""search_direct_flight"",""search_onestop_flight"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.4,0.4,4,3,0.8277293767706428,0.6554587535412857,0.5827972027972028,0.4428571428571428,0.6,0.41746985246169976,1e-06
mistral_small_3p2,airline,37,airline:37,single,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""cancel_reservation"",""cancel_reservation"",""get_reservation_details""]","[""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""cancel_reservation"",""cancel_reservation"",""update_reservation_flights"",""calculate""]",True,0.4,0.4,0.4,0.0,0.4,4,4,0.8277293767706428,0.8277293767706428,0.3547619047619047,0.5,1.0,0.2811143154450718,1e-06
mistral_small_3p2,airline,39,airline:39,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""cancel_reservation"",""cancel_reservation"",""cancel_reservation"",""cancel_reservation"",""cancel_reservation"",""cancel_reservation"",""cancel_reservation""]",True,0.4,0.6,0.4,0.2,0.6,4,3,0.8277293767706428,0.5904362833084089,0.2974603174603175,0.41692307692307684,0.2,0.10391015095309113,1e-06
mistral_small_3p2,airline,4,airline:4,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_flight_status"",""transfer_to_human_agents""]","[""get_user_details"",""get_user_details"",""get_reservation_details"",""get_flight_status"",""get_reservation_details"",""get_flight_status"",""get_reservation_details"",""get_flight_status"",""get_reservation_details"",""get_flight_status"",""get_reservation_details"",""get_flight_status"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.0,0.4,4,4,0.8277293767706428,0.8277293767706428,0.21000000000000002,0.44461538461538463,1.0,0.1877997678628543,1e-06
mistral_small_3p2,airline,41,airline:41,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",False,0.4,0.6,0.4,0.6,0.6,3,3,0.6554587535412857,0.5904362833084089,0.13535353535353536,0.2878787878787879,0.2,0.12771838582512374,1e-06
mistral_small_3p2,airline,42,airline:42,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]",True,0.4,0.2,0.4,0.0,0.2,4,5,0.8277293767706428,1.0000000000000002,0.2923809523809524,0.30560300207039337,0.8,0.043512276300018665,1e-06
mistral_small_3p2,airline,43,airline:43,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""cancel_reservation""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,1.0,0.4,1.0,0.0,0.4,1,4,-0.0,0.8277293767706428,0.0,0.4238302139037433,1.0,0.19611760888099203,1e-06
mistral_small_3p2,airline,44,airline:44,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.2,0.4,4,4,0.8277293767706428,0.8277293767706428,0.5733333333333334,0.1994708994708995,0.8,0.123506337630816,1e-06
mistral_small_3p2,airline,7,airline:7,compound,5,5,"[""get_reservation_details"",""get_reservation_details"",""get_user_details""]","[""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.0,0.4,4,4,0.8277293767706428,0.8277293767706428,0.6520676691729324,0.5714285714285714,1.0,0.30777653244862435,1e-06
mistral_small_3p2,airline,8,airline:8,single,4,5,"[""get_user_details"",""get_reservation_details"",""search_direct_flight"",""search_onestop_flight"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""search_direct_flight"",""search_onestop_flight""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,0.25,0.4,0.25,0.0,0.4,4,4,1.0,0.8277293767706428,0.5894660894660894,0.5456873315363882,1.0,0.37037709079695635,1e-06
mistral_small_3p2,retail,10,retail:10,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""return_delivered_order_items"",""transfer_to_human_agents""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""return_delivered_order_items"",""transfer_to_human_agents""]",False,0.8,0.4,0.8,0.4,0.4,2,4,0.31091750708257115,0.8277293767706428,0.11428571428571428,0.244047619047619,0.4,0.009663444914365604,1e-06
mistral_small_3p2,retail,12,retail:12,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.0,0.4,3,3,0.6554587535412857,0.6554587535412857,0.18,0.1523809523809524,0.6,0.1429942977091313,1e-06
mistral_small_3p2,retail,2,retail:2,single,5,5,"[""list_all_product_types"",""find_user_id_by_name_zip"",""get_user_details"",""get_product_details""]","[""list_all_product_types"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.2,0.4,0.2,0.0,0.4,5,4,1.0000000000000002,0.8277293767706428,0.7097222222222221,0.5507575757575757,0.6,0.14537982426334142,1e-06
mistral_small_3p2,retail,20,retail:20,single,5,2,"[""find_user_id_by_name_zip"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""get_product_details"",""calculate"",""modify_pending_order_items"",""get_order_details""]",True,0.2,0.5,0.2,0.0,0.5,5,2,1.0000000000000002,1.0,0.6571969696969697,0.375,0.5,0.10997469858621847,1e-06
mistral_small_3p2,retail,21,retail:21,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_item_details"",""get_item_details"",""get_product_details"",""exchange_delivered_order_items"",""get_item_details"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.5884469696969696,0.5490079365079364,1.0,0.25892459042237054,1e-06
mistral_small_3p2,retail,23,retail:23,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_item_details"",""exchange_delivered_order_items"",""exchange_delivered_order_items"",""modify_pending_order_items""]","[""find_user_id_by_name_zip"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",True,0.2,0.4,0.2,0.0,0.4,5,4,1.0000000000000002,0.8277293767706428,0.4054487179487179,0.39743589743589747,1.0,0.32503589525334065,1e-06
mistral_small_3p2,retail,25,retail:25,read,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""calculate""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.2,0.4,0.2,0.0,0.4,5,4,1.0000000000000002,0.8277293767706428,0.44761904761904764,0.3412698412698413,0.2,0.03112818926968873,1e-06
mistral_small_3p2,retail,26,retail:26,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.4,0.4,0.4,0.0,0.4,3,4,0.6554587535412857,0.8277293767706428,0.41999999999999993,0.3958333333333333,0.6,0.08992030555552942,1e-06
mistral_small_3p2,retail,3,retail:3,single,5,5,"[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_item_details"",""get_product_details""]","[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.4,0.4,0.4,0.0,0.4,3,4,0.6554587535412857,0.8277293767706428,0.11666666666666667,0.4916666666666667,0.8,0.048100243236998845,1e-06
mistral_small_3p2,retail,30,retail:30,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]",False,0.4,0.4,0.4,0.4,0.4,4,4,0.8277293767706428,0.8277293767706428,0.4471428571428572,0.6051948051948053,0.6,0.26658800080329026,1e-06
mistral_small_3p2,retail,31,retail:31,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",False,0.4,0.4,0.4,0.4,0.4,4,4,0.8277293767706428,0.8277293767706428,0.35178571428571426,0.44450549450549454,0.6,0.08207358454500091,1e-06
mistral_small_3p2,retail,32,retail:32,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.4,0.6,0.4,0.0,0.6,3,3,0.6554587535412857,0.5904362833084089,0.36,0.38571428571428573,1.0,0.07746616412324064,1e-06
mistral_small_3p2,retail,49,retail:49,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_item_details"",""get_item_details"",""calculate"",""exchange_delivered_order_items""]","[""find_user_id_by_name_zip"",""get_order_details"",""get_order_details"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""calculate""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.4711904761904761,0.40295454545454545,1.0,0.14716488633308156,1e-06
mistral_small_3p2,retail,54,retail:54,compound,5,5,"[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order"",""get_order_details""]","[""find_user_id_by_email"",""find_user_id_by_name_zip"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order""]",True,0.2,0.6,0.2,0.0,0.6,5,3,1.0000000000000002,0.5904362833084089,0.17784090909090905,0.12142857142857141,1.0,0.15994080533517305,1e-06
mistral_small_3p2,retail,55,retail:55,compound,5,5,"[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",False,0.6,0.4,0.6,0.4,0.4,3,4,0.5904362833084089,0.8277293767706428,0.33653846153846156,0.26752136752136757,0.6,0.06782995965764377,1e-06
mistral_small_3p2,retail,62,retail:62,read,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_order_details"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details""]",True,0.2,0.4,0.2,0.0,0.4,5,4,1.0000000000000002,0.8277293767706428,0.5313636363636364,0.2875,1.0,0.2424819820054201,1e-06
mistral_small_3p2,retail,67,retail:67,read,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]",False,0.8,1.0,0.8,1.0,1.0,2,1,0.31091750708257115,-0.0,0.08,0.0,0.0,0.001099967203759657,1e-06
mistral_small_3p2,retail,68,retail:68,read,5,5,"[""find_user_id_by_email"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_email"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]",False,0.4,1.0,0.4,1.0,1.0,4,1,0.8277293767706428,-0.0,0.22095238095238096,0.0,0.0,0.06076352376979732,1e-06
