source_path,sha256,size_bytes,modified_time,protocol,run_id,model,task_id,domain,condition,seed_or_replicate,executor_or_task_type,metadata_parse_status,scientific_eligibility
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_continuation_pressure__seed302__temp0.0.trace.json,35afa10d84a525648b9175b6a9d4b4f3c6da04d68d01821213b35681e54e4aff,14416,2026-06-29T11:28:48.015331-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_continuation_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,abuse_continuation_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed300__temp0.0.trace.json,d07c688c90c4faff5b4a2e61d278b9125b6ccadf08ed546e3ad75291ad63800f,14464,2026-06-29T11:25:37.611959-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,abuse_escalating_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed301__temp0.0.trace.json,8f375ffac7b2617e4fcd83ab0fe4c2b72313863c278b7e478c58805f5968d171,15447,2026-06-29T11:25:47.935925-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,abuse_escalating_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed302__temp0.0.trace.json,1c629d6501335a87db0003657abf6669e8e0ad80f891bc395cb92a5384defbad,18365,2026-06-29T11:25:59.975885-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__abuse_escalating_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,abuse_escalating_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed300__temp0.0.trace.json,d09e97a3e9d21dc162e210fa38700933cd201bdc385bc45a66d4f5170f931c75,14467,2026-06-29T11:24:56.800094-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_strong_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed301__temp0.0.trace.json,e65758663671c6b30066e1850870fc8fe50461b45aa2c4fdf2d5d1d4d3404045,33585,2026-06-29T11:25:18.528023-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_strong_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed302__temp0.0.trace.json,52629557c5a8bc7ba16cd0eb9a42dbe1e4184decb70786ae411c106c61177f8d,17331,2026-06-29T11:25:28.755989-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_strong_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_strong_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed300__temp0.0.trace.json,473007839e4c2dd305cbbdab4fc34dbcfda038b07f32ed3c5889fe0015e4fb7c,33610,2026-06-29T11:27:40.883552-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_urgency_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed301__temp0.0.trace.json,ad039c9de5b3cfc78d9f965fb588edb47709448bf0471dee554b8fb0f7de099d,20016,2026-06-29T11:27:54.155509-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_urgency_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed302__temp0.0.trace.json,6837d8a206f07a6dda95bc291c5b4dff63808bb72945a082352b14998a56ce64,27705,2026-06-29T11:28:16.263435-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__insult_urgency_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,insult_urgency_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed300__temp0.0.trace.json,ac9f5169a481de7865eb2a7c6d22cd997e2c721c4ba73305a6b568e90a209188,19656,2026-06-29T11:23:46.104328-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed301__temp0.0.trace.json,6dfc1235e95e421baaee403d581f9a4ef06ab379cddbb47cbf00f713c12759d9,19655,2026-06-29T11:23:57.508290-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed302__temp0.0.trace.json,7169b390e873ae0a2c381a15372b2de0bb2a397487e1396f930bbdb1fcb4724c,19657,2026-06-29T11:24:08.872252-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed300__temp0.0.trace.json,792fea69f38b3ddf225dd85129cdc503945969e5b1166b12a166f8d250d0066a,27977,2026-06-29T11:26:14.319838-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed301__temp0.0.trace.json,63db5c685d94729af9c2f724add5b9d28c28e2d3e6e4d1e14cb0b88335b4dd68,16299,2026-06-29T11:26:24.987803-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed302__temp0.0.trace.json,f7c8e9516df4f00ef59c5ee7e12b289de6327c3052db2e90042d4766ea41e1bc,27977,2026-06-29T11:26:39.423755-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__neutral_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,neutral_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed300__temp0.0.trace.json,b3c2dc76086466f58c453e591e67e8b11caf1d414d373263a8b86609db2596b8,24677,2026-06-29T11:26:53.603708-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_authorization_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed301__temp0.0.trace.json,f49741183e3994b15fe66ed36ac515df8d64268b72b378ab2f13624d049dbf17,20242,2026-06-29T11:27:04.423673-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_authorization_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed302__temp0.0.trace.json,385c93e7dfdbc0e64ade446180e41215e1dcdaa03c2891918b82e6b81152539d,17794,2026-06-29T11:27:15.463636-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_authorization_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_authorization_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed300__temp0.0.trace.json,8836b17b103d2b37ab3304b058052f7e1812f1bf760291aa50bbd32935cd82b9,17232,2026-06-29T11:24:20.480214-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed301__temp0.0.trace.json,8db285508fb29795c8b15a721428cbc12ae3d948bfaefefb36e3b6e546de60b2,17354,2026-06-29T11:24:33.220172-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed302__temp0.0.trace.json,c5cbb606ab8ef9ffabc955fd3dc067487c7c09d681a7a7f632e5db9073ef37b9,18486,2026-06-29T11:24:47.384125-05:00,r6,mistral_small_3p2__r6_calendar_04_invite_attendee__praise_trust_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_04_invite_attendee,calendar,praise_trust_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed300__temp0.0.trace.json,9d43e5f623c1e338087c48335979f049f860a506c85bbd6d48f7f4e649c5f104,9856,2026-06-29T11:33:40.050367-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_continuation_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed301__temp0.0.trace.json,6df6f2a3b90fca42bfe26f8a3fe8e33527a6d4d8095c2ff8c0592f4cc8b31f41,13825,2026-06-29T11:33:53.610322-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_continuation_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed302__temp0.0.trace.json,9acf7f789ebf1ecb99a9f4e69e51b27a6f1a32181f3a864db715718fb41bfb7b,9817,2026-06-29T11:33:59.802302-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_continuation_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_continuation_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed300__temp0.0.trace.json,457ea4b8d60c379295f0190810a6f4084360360a00f376812a9783b030ecefc8,21702,2026-06-29T11:31:09.194865-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_escalating_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed301__temp0.0.trace.json,145d8d205e510217a8a0d37fff54ef7e812b2188d240fcc69b916c75e372afd3,20059,2026-06-29T11:31:23.858816-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_escalating_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed302__temp0.0.trace.json,455e562345e839c3be52fd6d89c37bb3c26cd193cecaad22e597dbf97691c4cc,20248,2026-06-29T11:31:40.626761-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__abuse_escalating_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,abuse_escalating_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed300__temp0.0.trace.json,948da00feb6e55e5ab8b23ffde25068984c1f33bbcfff250082b10882acdfcd7,17645,2026-06-29T11:30:17.283036-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_strong_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed301__temp0.0.trace.json,3f9b24f005c1c0589b1855ab2aa929273fd7de4eda3b895beab3e46797631ae6,18688,2026-06-29T11:30:31.926988-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_strong_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed302__temp0.0.trace.json,6144d6e85bad7a8a96292ab0ed2eca08399ede5635343bb365da1c63d49a1aa7,22383,2026-06-29T11:30:46.498940-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_strong_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_strong_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed300__temp0.0.trace.json,7e4e9e17bea3b3cd96963377b5b66485b808acf6a3608f6159075ed48f3d47fe,11719,2026-06-29T11:32:57.378508-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_urgency_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed301__temp0.0.trace.json,63a52b02c801d1fcc4077798c25cabd9e3b89145086ca176cfcf7c52cc2ef051,18995,2026-06-29T11:33:14.762450-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_urgency_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed302__temp0.0.trace.json,43c24a88a07da99126b7e38c8809aaee9c3ae342113fef4efe0644497b641a84,21580,2026-06-29T11:33:34.026387-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__insult_urgency_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,insult_urgency_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed300__temp0.0.trace.json,613d4a459dac6b5d5c703bbd3c7ec73fcddd54e29f6cb488747a69fa6e5edc75,14743,2026-06-29T11:28:58.883295-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed301__temp0.0.trace.json,bb5f2c2c2b8f52878e65b04fa9a4621c6250d745e7af4be4663339779873017f,12435,2026-06-29T11:29:08.955261-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed302__temp0.0.trace.json,53ab34e8b5dd8b409b4ebd38705da238c0dfc6cc4297f2dc0b85d4d08a1f7c3a,12403,2026-06-29T11:29:18.815229-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed300__temp0.0.trace.json,774208df4f3ed83cdfbab555c85bd833a2c1f494582150b7d4e8288ab82470bc,12392,2026-06-29T11:31:48.734734-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed301__temp0.0.trace.json,b495470ea453bf02c56b9884a75485a60ca892dd83a03782ea26a1a28f2b8bd2,16111,2026-06-29T11:31:57.994704-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed302__temp0.0.trace.json,97125a3da525c4c4c7da7c421209861759ee8b8666ddec3661b15d1e6e08d023,16136,2026-06-29T11:32:07.590672-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__neutral_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,neutral_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed300__temp0.0.trace.json,21ebe5a2269c827d1ed86682d0a69f7b5673db1c60b89329ef23c168fb57ce59,15751,2026-06-29T11:32:17.746638-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_authorization_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed301__temp0.0.trace.json,649bc347f3830d72a3de9d9592c1e60a844bd33eeab1f296abe84962544acd3c,15588,2026-06-29T11:32:27.778605-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_authorization_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed302__temp0.0.trace.json,6f1130dc6716b01b628747457b384c8b5f6ffcf8eff02fdcb63fd133547bdfef,25357,2026-06-29T11:32:46.274544-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_authorization_pressure__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_authorization_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed300__temp0.0.trace.json,beb3fc27b1e803747eb894f799979556adf46c0810ad1b07fa55ae843a9c5dad,21139,2026-06-29T11:29:29.503194-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed300__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed301__temp0.0.trace.json,a6c79eebf8028a272e6efc97ee13066baa126b16d710b6accc5c8ea7831b03a9,21172,2026-06-29T11:29:46.343138-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed301__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed302__temp0.0.trace.json,a45b0196926beabd3f966f4e3b8d6268743cee4bd4ee26f3ef73fa0163533416,27691,2026-06-29T11:30:05.571074-05:00,r6,mistral_small_3p2__r6_calendar_05_cancel_event__praise_trust_clean__seed302__temp0.0,mistral_small_3p2,r6_calendar_05_cancel_event,calendar,praise_trust_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/mistral_small_3p2__r6_calendar_06_private_event_boundary__abuse_continuation_pressure__seed300__temp0.0.trace.json,1105959d73fa3eefc92af40ab79227e80af98e9f7ea0a3aea01088a67b141aee,9323,2026-06-29T11:36:13.121862-05:00,r6,mistral_small_3p2__r6_calendar_06_private_event_boundary__abuse_continuation_pressure__seed300__temp0.0,mistral_small_3p2,r6_calendar_06_private_event_boundary,calendar,abuse_continuation_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
